s11	s12	s21	s22	s31	s32	s41	s42	s51	s52	sn11	sn12	sn21	sn22	sn31	sn32	sn41	sn42	sn51	sn52	ts11	ts12	ts21	ts22	ts31	ts32	ts41	ts42	ts51	ts52
-0.1683	0.06164	-0.05974	0.01722	-0.09419	-0.00416	-0.10519	1.4647	0.41076	1.16334	-0.09453	-0.41343	1.05273	-0.34947	-0.19308	0.42488	-0.77526	0.67659	-0.67492	0.75272	0.70467	0.00698	-0.09132	-0.1322	-0.49477	-1.18718	-0.46797	-1.18742	-0.63187	-1.1169
-0.8287	-0.08912	-0.79497	-0.01988	-1.09235	-0.07504	-0.01369	0.26753	0.72565	0.90658	-0.35508	1.13745	-0.77923	1.25624	-0.62918	-0.83396	-0.70814	0.72569	-1.17548	0.58765	0.82967	0.4863	-0.40154	-0.44115	-1.09832	-1.75458	-0.54195	-1.76452	-0.71955	-1.43
-1.45667	1.00244	-2.0852	0.20101	-1.36215	0.42887	0.32822	-0.3255	0.05523	-0.45012	0.62595	-1.83606	0.96453	-0.78285	-0.02503	0.92125	0.38147	0.39751	-0.17261	0.01788	-1.52214	0.14101	-0.27456	-0.12283	-1.28315	-1.89514	-0.69208	-1.97356	-1.0974	-1.71979
0.35687	-0.49232	0.12511	-0.1053	0.40657	-0.2468	0.79274	0.3648	0.43532	0.4644	0.89076	-1.55192	1.96571	-1.38394	1.4957	0.46756	-0.26634	1.49233	-1.01109	0.58775	0.79037	-0.26157	-0.19743	-0.67606	-1.21968	-1.90462	-0.65937	-1.90602	-0.97496	-1.6045
0.69257	-1.91297	0.24868	-1.45514	0.64727	-1.22704	0.22599	-0.43419	1.15453	0.4327	2.34357	1.07128	0.20688	1.37712	-1.83308	0.08664	-1.33627	-0.10354	-1.36044	-0.11492	-0.75264	-1.64251	0.5013	0.10109	0.455	-0.45137	0.89987	-1.04521	0.91132	-1.1792
0.39934	-1.06182	0.13644	-0.32843	0.07113	-2.66889	-0.15244	-1.26484	1.30061	0.93246	0.3097	0.63713	0.23922	1.7664	-1.77837	1.60294	-1.24316	1.0043	-1.70366	0.21653	-1.27054	-0.9174	1.25436	-0.08689	1.06092	-0.5663	1.11847	-1.07038	1.18442	-1.069
-0.07252	1.05259	-0.02517	0.36258	-0.0132	1.18283	0.62408	-0.00195	0.9643	0.43622	0.56471	-1.44973	-0.71938	0.33107	-0.18516	0.53192	-1.62169	0.81249	-1.73218	-0.12157	-0.35545	1.33876	-2.01584	0.57797	1.1194	-0.4334	1.18766	-1.06414	1.25973	-1.08261
-0.49323	1.41859	-0.17469	14.30006	-0.0453	5.34326	0.36957	1.27689	1.35511	0.25474	-1.19514	1.47728	0.01284	0.4186	-0.00339	-1.04028	-1.35454	-0.10259	-1.17121	-0.37282	0.07612	2.00138	-0.65943	-0.3344	0.71031	-0.47686	0.81204	-0.95334	0.83915	-1.09999
-0.12435	0.73189	-0.04324	0.19377	-0.06034	0.9596	0.84232	-0.76011	1.45024	0.13304	-1.25742	-1.05135	0.16983	1.09744	-1.21497	-0.29356	-1.82078	-0.06674	-1.3974	-0.75816	-0.156	-0.87105	0.11692	0.03064	1.10047	-0.1928	1.082	-0.87872	1.04948	-0.82395
0.61963	0.79205	0.26265	0.20176	1.66588	0.34425	-0.09826	0.72562	-0.26083	0.80866	1.26805	0.26613	-0.22725	-1.26563	-0.67971	0.8952	-0.48491	0.1124	0.06181	0.32934	0.35315	-1.51606	-0.04806	-0.03366	-0.3465	-0.06319	-0.05795	-0.49697	0.23505	-0.74
0.94436	-1.25754	1.57433	-0.3319	1.20635	-0.88424	1.33538	-0.31624	1.52176	0.39999	-0.49549	0.58363	-1.55946	-0.639	-0.93335	0.2845	-2.08974	0.63574	-2.00652	-0.53421	0.02982	0.10528	0.03126	-0.02462	1.24951	-0.48152	1.2583	-1.03027	1.49717	-1.01913
0.48009	0.93726	0.17485	0.24649	0.59364	0.86262	0.7134	-0.01217	0.88278	0.15474	0.60605	-0.79288	0.90095	0.38514	-1.30561	-0.22299	-1.90087	-0.03486	-1.21284	-0.35581	0.52952	-0.68021	-0.18611	0.70741	1.09498	-0.31536	1.11167	-0.89212	1.15622	-0.81981
0.55613	0.25707	0.23525	0.05978	0.9343	0.07644	1.54152	0.63339	1.45571	0.9614	0.17586	0.30854	-1.46827	0.97706	-1.56631	0.94892	-1.43498	0.98457	-1.86053	0.1567	0.43453	-0.34448	-0.1047	-0.09849	1.24713	-0.6165	1.22698	-1.09645	1.43794	-1.15119
-0.1093	-0.90031	-0.03444	-0.20908	-0.04638	-1.18713	-0.32128	-0.61961	1.07413	0.06	-0.04191	-1.34146	-0.33808	-0.05519	0.02776	-0.46177	-1.33742	-0.50634	-0.92879	-0.31508	0.9713	-1.46481	2.5188	0.90362	0.60666	-0.33305	0.74664	-0.83479	0.82656	-0.97086
-0.00585	1.06025	-0.00291	0.39923	0.04941	1.50717	-0.13753	-1.43684	0.3958	0.5658	-0.39635	0.62945	0.03843	-1.17868	-1.71519	1.65022	-1.14045	0.45283	-1.03321	0.20464	-1.67727	1.53932	0.39522	0.03257	0.62235	-0.46763	0.76329	-0.89847	0.77479	-0.77416
-0.38135	0.46364	-0.13501	0.10472	-0.29552	0.22689	0.52877	-0.11121	0.83814	0.16725	0.08295	0.01861	0.06643	-0.71658	0.60063	0.14798	-1.60275	0.39085	-1.46166	-0.29254	-0.32744	1.50849	0.99426	0.07432	0.84757	-0.28979	1.01107	-0.92917	1.01075	-1.08416
-0.07521	0.19743	-0.02817	0.0453	-0.03554	0.04197	0.62159	-0.12586	1.16112	0.38519	-0.05709	1.35774	0.12635	0.31424	-0.57177	-0.81655	-1.70226	0.03418	-1.44983	-0.42243	-1.1569	-2.48391	-0.42954	-0.24285	1.10384	-0.40483	1.04332	-0.95126	1.00489	-1.00002
0.25884	-0.00424	0.09035	0.00398	0.24416	-0.0312	1.20901	0.27305	1.38934	0.79975	1.46579	1.00354	0.67544	0.78314	-1.34536	0.8366	-1.36215	0.50656	-1.47887	0.09297	2.26006	0.5427	-1.20929	0.02368	1.1291	-0.50993	1.03249	-1.06656	0.95065	-1.18952
1.14093	1.18961	2.55135	0.21393	1.64224	0.25675	0.92998	-0.20105	1.06892	-0.01811	1.05853	0.33857	0.76764	0.34405	-0.90475	-1.3849	-1.43217	-0.19765	-1.15309	-0.54556	-1.68932	-0.62616	0.55977	-0.24062	0.9089	-0.29265	0.94316	-0.83331	0.9244	-0.92006
0.36414	-0.80021	0.12154	-0.20264	0.2681	-0.6771	1.45063	-0.47214	1.61831	0.71854	0.75254	-0.55815	0.60376	0.96942	-1.26227	1.27811	-1.70668	0.44847	-1.88273	-0.59617	0.31825	1.04553	0.06684	-0.00802	1.21777	-0.57513	1.20029	-1.06301	1.16226	-1.22191
0.9909	0.8568	1.07998	0.20283	1.21237	0.58035	1.52449	0.2861	1.47943	0.89362	-0.88146	-0.56933	-0.53648	0.93006	-2.54499	-0.0346	-1.45163	0.64184	-1.6059	-0.30409	0.76871	-0.13824	-0.01	-0.01998	1.15299	-0.47079	1.161	-1.04882	1.14292	-1.32815
-0.44934	-0.3559	-0.17515	-0.07381	-0.75924	-0.16515	-0.94818	-0.84145	1.51825	0.27643	0.02516	-0.91446	-0.94143	-1.1002	-2.14666	1.07387	-1.55819	-0.06081	-1.33203	-0.73044	-0.73443	0.54085	0.49938	0.12393	1.01804	-0.36476	1.0219	-0.8994	0.98537	-0.842
0.46967	1.30851	0.1652	0.6552	0.5517	1.0125	-0.25771	-0.39354	0.75612	-0.13153	-0.31136	0.69766	1.49327	0.30853	0.52967	-1.4711	-0.68718	-0.7014	-0.62376	-0.37594	-0.33944	1.08548	-0.10495	-0.51755	0.52447	0.08202	0.61091	-0.52397	0.54493	-0.66619
0.81084	-3.55434	0.07133	-8.95401	0.02817	-3.75158	0.16315	-1.20377	1.08108	0.47932	0.32429	-0.66603	0.79918	-0.67585	-0.20181	0.88576	-1.62466	0.56336	-1.49621	-0.21745	0.62474	0.80626	0.05934	-1.25119	1.17598	-0.65031	1.13039	-1.00213	1.09431	-1.02062
0.48255	-0.18332	0.18397	-0.03494	1.13415	-0.1068	1.69649	0.30489	1.43478	1.17934	0.3353	-0.0306	-0.08699	-0.09327	0.27856	-0.11073	-2.15094	1.4737	-2.24788	-0.11124	0.26798	-0.08075	0.37022	0.23772	1.18483	-0.5995	1.24213	-1.11264	1.53803	-1.24602
0.50109	-0.57559	0.20573	-0.13111	0.80195	-0.36603	0.29423	-1.66618	1.62309	0.50486	-0.18541	0.68207	0.49484	-0.37124	-1.15317	0.53792	-2.00238	1.02515	-2.09946	-0.15814	-1.02652	1.11005	-0.1532	-0.09374	1.16816	-0.53242	1.21025	-1.0708	1.35202	-1.22246
0.04004	1.57679	0.01469	1.00803	0.06321	1.17961	1.4134	0.20612	1.48715	0.90156	-2.14834	1.43804	-0.18614	1.07111	-0.94719	0.76857	-1.82469	0.9559	-1.89759	0.02923	1.14032	0.69985	0.13914	0.31829	1.2514	-0.72411	1.21243	-1.0879	1.2773	-1.06973
-1.1837	-0.70255	-1.54343	-0.15972	-1.27432	-0.5305	1.2581	0.34985	1.21664	0.8704	-0.50796	-0.81488	-1.83287	0.19524	-0.99859	0.75883	-1.71151	1.0535	-1.77009	0.17542	2.88783	2.13634	3.15944	0.58535	1.10724	-0.54703	1.23712	-1.0869	1.39774	-1.10412
0.10756	0.97806	0.03483	0.3324	0.08939	0.97426	1.125	-0.15032	1.3899	0.05859	1.05996	0.36435	0.79716	0.0065	-0.11761	-0.67719	-1.43304	-0.5553	-1.09436	-0.62919	0.44742	-2.51623	0.27066	0.2437	0.79464	-0.34876	0.82537	-0.94233	0.83443	-1.0731
-0.72813	0.74105	-0.37225	0.16391	-1.0827	0.55302	-0.7212	-0.67302	1.0981	0.17121	0.89859	0.38671	-0.33899	-0.29256	0.48634	-0.32168	-1.62076	-0.25672	-1.12217	-0.37908	0.45605	-0.51592	0.12821	-0.43353	1.07545	-0.3961	1.10133	-0.82275	1.17879	-0.80297
0.0094	0.65116	0.00139	0.18353	0.02079	0.99026	0.65675	-0.52309	0.73603	-0.40201	-0.00053	-1.51724	-1.00393	0.12569	0.87056	-0.95871	-1.93516	-0.01088	-1.30992	-0.33476	-0.21662	-0.5237	-0.00606	-0.07717	0.96444	-0.19169	1.08174	-0.70688	1.27515	-0.72146
0.38453	-0.46325	0.13379	-0.1027	0.51923	-0.25098	0.95225	-0.80836	1.37762	-0.16263	0.18701	-1.00652	-0.95061	-0.35407	-1.07797	1.4295	-1.95464	-0.46038	-1.76927	-1.0693	-0.12276	-0.24263	0.31727	0.45394	1.26527	-0.26448	1.20244	-0.81183	1.34952	-0.79972
-0.53821	0.68491	-0.20244	0.15992	-0.71566	0.67466	1.34978	0.30287	1.24919	0.71365	-0.03915	2.24664	1.3416	0.38467	-0.74498	0.63265	-1.81577	0.93384	-2.19259	-0.18382	-0.48945	-0.30779	0.21296	-0.24663	1.21483	-0.55741	1.27838	-1.07242	1.53583	-1.12363
0.54687	-0.34547	0.23272	-0.07281	0.92392	-0.17654	0.88002	0.06412	1.31266	0.8678	0.6193	-0.91904	0.58165	-0.66748	-1.19803	-0.0074	-1.61089	0.79076	-1.56599	0.0463	0.11437	0.24314	-1.40406	0.46948	1.16454	-0.59536	1.10928	-1.10491	1.00175	-1.23149
0.31468	-1.22162	0.10545	-0.41429	0.2252	-1.12454	2.02835	0.12877	1.1848	-0.06739	-1.94067	0.98892	-1.76016	2.03454	-1.50298	0.39903	-1.30243	0.22874	-1.72499	-1.03023	0.10004	0.2061	0.06178	-0.19243	1.15203	-0.55408	1.23057	-1.05987	1.4815	-1.18388
-0.66855	1.8796	-0.10459	9.3228	-0.02037	3.83883	0.8662	1.14915	1.54961	0.20488	-1.09921	-0.05113	-0.34912	0.1925	-1.18638	0.62153	-1.70227	0.82286	-2.25834	-0.34383	-0.90425	0.65614	0.51066	-0.07557	1.40557	-0.60379	1.26538	-1.07635	1.51232	-1.11952
0.48133	-0.21255	0.17914	-0.04204	0.65569	-0.11487	1.31851	-0.15263	1.53023	0.42545	-1.44065	-1.32395	-0.24615	-0.8506	-0.3098	0.09729	-1.83452	0.39207	-1.83331	-0.73962	-0.63005	-0.22105	0.33733	0.02228	1.16823	-0.50872	1.13561	-1.04129	1.11672	-1.23803
-0.47259	0.33188	-0.17056	0.07546	-0.60141	0.1182	-0.61456	-0.6458	1.34752	0.71064	-2.51269	1.64595	-1.87933	2.15638	-1.47726	1.39221	-1.84965	1.10167	-2.0174	0.23739	0.68057	-0.30073	-0.00566	-0.04933	1.16262	-0.55727	1.17349	-1.05828	1.42708	-1.29748
-1.34765	0.78785	-1.64791	0.17323	-1.36599	0.48	-0.50381	-1.16944	1.57487	0.79088	-1.13782	-1.50625	-0.6062	1.69898	-0.88758	1.37255	-2.04521	1.01441	-2.2956	-0.32083	-1.08409	-0.08107	-0.50559	0.04468	1.02766	-0.69393	1.23226	-1.09357	1.43548	-1.15494
-0.34643	0.55297	-0.12702	0.12399	-0.26607	0.68537	0.8814	0.44957	1.26822	1.0187	-1.01055	-1.02686	-0.71649	-0.605	-1.18052	-0.0292	-1.85491	0.92317	-1.98195	0.13202	0.68105	0.38399	0.03273	-0.03256	1.24098	-0.57773	1.22756	-1.07778	1.33229	-1.03778
0.04736	-0.21015	0.00943	-0.04057	0.02189	-0.10639	-0.53818	-0.58436	1.12218	0.61702	-1.0848	0.8231	0.0099	0.04956	-0.05643	0.91295	-1.95744	-0.12009	-1.24788	-0.45153	0.31609	0.6015	0.24435	-0.02864	1.1116	-0.32687	1.06872	-0.85952	1.05247	-0.83542
-0.26602	0.10741	-0.09598	0.02693	-0.18198	0.01178	-1.5946	-0.30629	1.5083	0.71115	-0.10241	0.75355	-0.36217	1.19588	-1.6816	-1.10035	-1.76616	-0.20959	-1.07678	-0.3206	0.33413	-0.09721	0.04134	-0.17498	1.03579	-0.30076	1.10608	-0.82534	1.1475	-0.74744
-0.00852	-1.27957	-0.00766	-0.77433	-0.00754	-1.21655	0.61786	-1.264	1.42249	-0.33139	1.13679	-0.90236	0.4396	0.81808	-0.83596	1.32709	-1.95281	-0.02719	-1.81094	-0.93567	-2.97809	0.20029	-0.02531	-0.08144	0.96895	-0.16834	1.11437	-0.73829	1.26674	-0.7873
0.81312	0.04046	1.2879	0.00909	1.17405	-0.0234	0.41383	0.20324	0.3182	0.20772	1.05634	0.82203	-1.38421	1.36634	-1.59898	0.92077	-0.8962	0.15466	-0.75863	0.24171	-0.42895	-0.5463	-0.09966	-0.04165	-0.19126	0.36676	-0.56808	0.72029	-0.70584	1.37072
-0.15897	-0.01256	-0.05589	0.00124	-0.08449	-0.04102	-1.01286	0.08152	-1.09031	-0.05422	1.26794	-0.95084	-0.91014	-0.21463	-0.84163	0.91135	1.45753	1.10214	1.6382	1.24252	-1.71032	-1.01625	-0.25188	0.0538	-0.7819	1.69103	-0.40529	1.3201	-0.29598	1.35639
-0.11102	0.23786	-0.04098	0.05612	-0.06105	0.08007	0.07773	1.52604	-1.71261	-0.06433	-0.82574	-1.66654	0.71907	0.84234	-1.61215	0.89751	1.38175	0.54135	1.77509	0.7181	-2.68444	1.16352	-0.15191	0.06518	-0.47498	1.73419	-0.20242	1.3557	-0.07627	1.23168
-0.18155	0.56148	-0.06266	0.1302	-0.09621	5.38143	0.51723	1.74829	-0.79977	-1.69396	-0.33036	-1.50639	-0.72977	0.46751	-0.17172	-0.7106	0.55151	-0.93718	1.78046	-0.36029	-0.64022	-0.29656	0.04057	1.3344	0.28911	2.04189	0.26537	1.47484	0.51732	1.22642
-0.76445	-0.40283	-0.68181	-0.08677	-1.10325	-0.25769	-0.45318	-1.56198	0.37143	-1.27147	1.488	1.01873	-1.43806	0.76681	-0.59437	-0.44923	0.40319	-1.38747	1.19785	-0.34423	0.83234	-0.81937	0.02095	1.26593	0.31438	1.84155	0.30704	1.32215	0.54942	1.08396
-0.08829	1.9975	-0.02641	1.54092	-0.02577	1.4212	1.03774	1.03586	-1.48384	-1.03227	-0.99362	0.23753	-0.97164	-1.56501	0.08312	-0.361	1.13856	-0.10882	2.05781	-0.17849	-1.40805	0.39309	-0.12951	0.33756	-0.11841	1.98651	-0.00672	1.51275	0.2124	1.44091
0.49369	-0.45469	0.2055	-0.09989	0.76559	-0.23236	0.92227	1.44372	-1.67795	0.32081	-1.34668	-0.50031	-0.52546	0.72609	-0.70092	1.94146	1.02086	1.09669	1.51531	1.50589	0.25415	-0.61679	-0.13284	0.11837	-0.82057	1.20552	-0.48968	1.03421	-0.46735	1.11557
-0.26793	-0.8904	-0.098	-0.23059	-0.17314	-0.92395	-1.66863	-0.0909	-1.20092	-0.1674	-0.11033	0.32176	-0.939	-0.94516	-0.38238	0.02367	1.03425	0.6842	1.85995	0.77236	0.83062	-1.47303	-0.20841	0.72849	-0.61542	1.85381	-0.27529	1.49842	-0.20607	1.46185
-0.53778	1.26233	-0.19295	0.45221	-0.57061	1.09616	-0.91381	1.10139	-1.54578	0.18336	0.39008	-0.34764	-2.60852	0.41092	-2.41297	-1.68167	1.01509	0.93219	1.47056	0.94872	-0.09438	0.86787	0.11991	0.2938	-0.73737	1.46462	-0.31254	1.21593	-0.12402	1.19908
-0.33373	-2.3542	-0.11174	-1.71885	-0.20466	-1.56199	-0.31914	-1.70238	-0.41974	-1.77353	-0.90728	-0.99619	0.95687	-0.58099	0.26402	-0.06645	0.58082	-0.759	1.82864	-0.31185	-0.41313	0.43133	0.03625	0.76701	0.17559	2.1382	0.19047	1.50741	0.3465	1.26316
0.4006	0.9917	0.13965	0.30423	0.36393	1.06545	1.44658	0.39843	-1.29489	-1.21146	2.57794	-1.33042	0.95226	-0.85522	0.69674	-0.57619	0.94617	0.13811	2.23087	0.10042	-0.14738	-4.68342	-0.22904	0.12771	-0.19102	2.30775	-0.03908	1.56841	0.09903	1.40515
-0.08871	1.82421	-0.02651	1.5129	-0.02644	1.32279	0.45677	0.98957	-1.25929	-0.07142	-0.48432	0.80385	1.29413	0.94368	0.16077	-0.26557	0.60865	0.5398	0.81426	0.80199	-1.55863	1.46657	0.01738	-1.15769	-0.51387	0.18122	-0.29928	0.30908	-0.17673	0.56164
0.33556	-0.92008	0.10992	-0.22754	0.20857	-1.48612	-1.03125	-0.61097	-1.59396	-0.37459	1.44562	0.5702	0.34983	1.02544	0.37771	-1.02485	1.14586	0.18632	2.10024	0.35394	1.05591	1.21936	-0.06098	0.45367	-0.40887	1.92969	-0.14835	1.47329	-0.03143	1.2905
-0.29164	-1.05056	-0.10071	-0.31132	-0.18331	-0.96548	-0.46472	-0.15249	-0.82135	-0.61107	0.13747	0.86428	2.06221	1.37296	-0.70737	1.3768	1.1475	0.21685	1.8519	0.42081	0.92531	0.48887	-0.02019	0.70291	-0.36958	1.96152	-0.15727	1.534	-0.06121	1.41919
-0.28543	-1.14561	-0.10103	-0.40117	-0.20607	-1.1989	-0.63798	0.66246	-0.29009	0.44824	0.54596	-0.19966	-0.22652	-0.40915	0.51683	0.532	0.58551	0.70355	0.69231	0.87976	1.42211	-1.67631	-0.2117	0.01455	-0.89809	-0.34862	-0.59126	-0.02764	-0.3822	0.25209
0.02741	-0.18263	0.00483	-0.03421	0.0189	-0.10365	-0.78832	-1.59015	-1.79441	0.00453	0.24017	-1.37922	-0.0393	-0.60533	0.39829	-1.2198	0.27364	0.21625	1.36825	1.02532	0.28501	-0.01897	-0.05814	0.59587	-0.83534	1.64971	-0.6906	1.16626	-0.64548	1.38925
0.12011	-2.75588	0.03715	-1.72669	0.07074	-1.58605	-1.71035	-0.84864	-1.61656	-0.99097	-1.10472	-0.6738	-0.09221	-1.14956	-0.71303	-0.41825	1.17601	0.2266	2.12167	0.33483	-0.26493	-0.1567	-0.01991	0.80217	-0.3497	2.21068	-0.1239	1.57848	-0.02539	1.49569
0.01991	0.88738	0.00456	0.243	0.02439	0.87238	-1.29653	-0.05333	-1.59508	-0.69447	1.48834	0.60194	0.99165	2.20338	-0.04115	-0.71172	1.08417	0.01529	2.15535	0.21861	1.05317	-2.00109	-0.35602	0.67018	-0.29302	1.85578	-0.09004	1.51089	0.01852	1.30481
-0.67559	1.33386	-0.27366	0.51386	-0.68612	1.22988	-1.15275	1.31321	-1.58377	-1.11944	-0.66221	1.61741	-1.64621	0.17521	0.19882	0.38931	0.86977	-0.23773	2.28573	-0.00985	1.4563	-0.43288	-0.0954	0.5824	-0.19001	2.18499	-0.04659	1.55289	0.08297	1.34252
0.12704	0.74542	0.04218	0.20942	0.09215	1.05855	1.40999	1.04183	-1.52702	-0.93739	1.5027	0.73027	0.24092	0.73082	-0.86742	-0.94458	0.95897	0.89125	2.09722	0.79622	-0.03314	0.83388	-0.13791	0.59141	-0.65925	1.9334	-0.31162	1.48341	-0.24576	1.49133
-0.14373	-0.98461	-0.04954	-0.2606	-0.07765	-1.77952	-0.67366	-1.74937	-1.88885	-0.52224	1.72926	-0.11813	2.20834	-0.03565	1.2786	-0.72912	1.20613	0.31943	2.07162	0.71206	-1.07475	-0.72924	-0.00124	0.46777	-0.64658	1.97079	-0.2487	1.52857	-0.15762	1.4972
-0.58037	0.64672	-0.21245	0.14573	-0.7625	0.33667	1.90734	0.89618	0.26591	-1.34994	0.06822	-1.37211	-0.34193	-1.21527	-0.97834	-0.00235	0.35795	-0.99603	1.27653	-0.18667	0.96275	0.96891	0.07846	0.7474	0.31942	1.86276	0.29934	1.34991	0.53515	1.10921
0.75092	-1.95595	0.2872	-1.54206	0.7317	-1.30304	-0.53148	-1.33058	-1.30597	-0.98825	1.0134	-0.23012	0.20192	0.59533	1.14383	-0.61947	0.93503	-0.00893	2.00291	-0.04502	-0.1099	0.42759	0.24981	0.69699	-0.13368	2.40941	-0.05141	1.56127	0.10486	1.43792
-0.9674	0.91007	-1.24892	0.20988	-1.30636	0.75452	-1.47814	0.94891	-1.73115	0.59135	-0.22318	0.70503	-0.27878	-0.55276	1.42437	-0.81559	0.68796	0.62669	1.31264	0.8011	0.75702	-0.30759	-0.24522	0.46648	-0.859	1.68137	-0.44365	1.32626	-0.3609	1.45362
-0.61534	-0.46646	-0.29581	-0.10006	-2.49196	-0.07606	-1.08587	0.29932	-0.11025	0.682	0.26933	1.31359	0.14166	2.02226	0.27192	2.3607	0.5906	0.78142	0.2638	1.01884	0.13828	-0.34978	-0.13146	-0.20057	-0.87649	-0.50619	-0.63838	-0.09512	-0.41302	0.22371
0.6302	0.25164	0.27902	0.05782	0.97617	0.066	1.063	0.8535	0.26059	0.86791	2.04946	0.10817	0.92091	-0.93408	0.69491	0.40605	0.61009	0.80672	0.4987	0.98208	-0.42788	-0.27053	-0.14967	-0.04524	-0.92457	-0.49444	-0.62488	-0.07476	-0.38584	0.21927
0.34975	-0.91087	0.11643	-0.20785	0.25735	-0.83222	1.33172	-1.13085	0.83583	-1.54273	-2.23851	-0.30484	-1.69813	-2.14295	-1.48711	-1.41331	0.56459	-1.55053	1.39516	-0.33808	-0.22786	-0.17704	0.00853	0.61395	0.27413	1.87772	0.28704	1.31876	0.51715	1.00925
-0.00923	-1.51618	-0.00747	-1.00802	-0.01264	-1.29684	-0.99933	-0.42115	-1.46205	-0.35034	0.36866	0.48647	-0.51572	0.565	-0.54878	0.22448	1.21096	0.50946	1.87299	0.60777	-0.86862	0.30382	0.12878	0.56378	-0.50962	1.97545	-0.20222	1.50658	-0.08182	1.41644
-0.05713	0.21518	-0.02202	0.05041	-0.02441	0.05773	1.14309	1.12766	-0.90782	-1.49699	0.30517	1.0288	-1.25874	-0.04225	-0.04997	0.1508	1.04699	0.08372	1.9782	-0.25455	-0.63016	0.64426	-0.34004	0.50921	-0.17279	2.02599	-0.03063	1.57613	0.11106	1.48866
0.50909	0.30105	0.19728	0.07094	1.4756	0.09863	-0.83242	-0.22542	-0.82021	0.27429	0.3007	1.14115	-0.46509	0.92989	-0.25062	0.59299	-0.00807	0.66455	0.35607	1.31938	-0.17843	-0.79651	-0.32165	-0.59424	-0.86327	-0.38711	-0.64155	-0.094	-0.51404	0.42332
1.03154	0.08285	1.46389	0.0191	1.31607	-0.00019	0.48967	1.32577	-0.90231	-0.47238	0.15921	0.78374	1.13055	-0.98866	-0.5821	-0.10417	0.27471	-0.68903	0.55137	0.21938	-1.27775	0.00785	-0.08546	0.34045	-0.25472	0.58544	0.0449	0.15443	0.23842	0.39029
-0.1382	1.70303	-0.04377	1.76925	-0.04852	1.34838	0.26072	0.9381	-1.0957	0.29614	0.07055	0.02921	-1.26293	0.90932	0.97434	0.52846	1.07354	0.79166	1.6477	1.26922	1.96639	-1.35893	-0.07167	0.44191	-0.80759	1.69888	-0.44578	1.31369	-0.32024	1.41352
0.67854	-0.44029	0.33822	-0.0941	1.17955	-0.24648	1.46997	-0.69473	-0.78728	-1.50914	-0.49089	-0.40592	0.25872	-0.48139	0.39328	-0.814	0.65725	-0.5698	2.25132	-0.50139	-0.18017	-0.07544	0.80922	1.13123	0.20384	2.04509	0.21406	1.53507	0.43965	1.33622
0.18471	1.63924	0.06539	1.16057	0.18789	1.47638	1.61306	0.88444	-1.01678	-1.64217	1.38358	0.15144	2.25252	-0.31908	2.03854	0.90191	1.21961	-0.20728	2.46026	-0.11036	0.39588	-1.08458	-0.01759	0.61826	-0.27735	2.10743	-0.0686	1.56576	0.02227	1.43432
-1.00359	0.65581	-1.25094	0.14399	-1.32938	0.57315	-1.36827	1.11399	-1.84031	0.24989	-0.31729	0.85493	-1.83298	-0.05577	-0.66153	0.48879	1.55987	0.93379	1.96296	1.06066	0.50356	-0.31014	-0.1589	0.63639	-0.62071	1.6552	-0.25634	1.31654	-0.10259	1.24522
-0.18392	-0.81371	-0.06635	-0.19243	-0.10169	-0.78062	-0.75297	-1.36745	-1.35988	-0.9197	0.41263	-1.61844	0.75536	1.67585	0.73752	1.46453	1.03599	-0.29716	2.0909	0.03641	-0.40928	0.5155	-0.01123	0.74058	-0.09254	2.0798	-0.00003	1.51712	0.16076	1.30783
-0.27171	-0.70565	-0.09264	-0.15008	-0.14698	-0.66821	-0.69541	-1.51966	-0.29387	-1.69033	-1.62499	-0.59696	-0.12339	1.92155	-0.43607	0.66338	0.37008	-1.0972	1.79153	-0.43194	1.44656	0.17385	0.0538	1.17066	0.26038	1.98934	0.25991	1.48966	0.52162	1.25224
-0.5491	-1.59743	-0.21049	-1.12267	-0.61444	-1.29894	-0.96043	-1.17206	-1.7446	-0.39299	-0.18342	1.36319	-0.88438	-0.11037	-0.02926	0.09366	1.20473	0.5745	1.9194	0.58876	0.35109	0.05102	-0.9968	0.25096	-0.53494	1.9669	-0.21872	1.50339	-0.12067	1.4021
-0.11367	1.66271	-0.03608	1.34779	-0.0396	1.41038	0.98588	1.32951	-1.30303	-1.26556	-0.77611	-1.81616	-0.40756	-1.35072	-0.96137	0.94112	1.30676	0.186	1.80292	-0.02098	-0.65608	0.01827	-0.04229	-1.80534	-0.30604	2.09186	-0.11011	1.56603	0.06877	1.48303
-0.00719	0.8059	-0.00396	0.21564	0.01235	0.94203	0.47216	1.35782	-1.68636	-0.46517	-0.07884	-0.01968	-1.28456	1.57748	-2.24667	1.99758	1.17767	0.2502	1.84965	0.31003	-0.5556	0.34435	-0.02049	0.36687	-0.41548	1.92795	-0.17196	1.46356	-0.05912	1.28495
0.71813	-0.679	0.3902	-0.15306	0.98303	-0.8709	0.61692	0.28055	0.04607	0.05256	-0.08452	-0.06902	0.00148	-0.66359	1.26525	-0.79218	0.51793	0.79368	1.14826	0.79379	-0.17087	0.06622	-0.2399	0.4493	-0.83066	1.70894	-0.46837	1.32863	-0.36044	1.49601
